id,language,question_type,question_text,question_image_url,option_1,option_2,option_3,option_4,correct_index,category,tags,hint,enabled,preview_q,preview_o1,preview_o2,preview_o3,preview_o4
vq-proc-11,bn,image_to_text,ওপরের কাজে সুরক্ষা কেমন?,proc_waist_belt_climb.webp,শুধু কোমরের বেল্ট,পুরো বডি হারনেস,দুটো ল্যানিয়ার্ড,পজিশন রোপ,0,Procedure,"hard,waist_belt,height,workflow",শুধু কোমরের বেল্ট দিয়ে ওঠা যাবে না—হারনেস লাগবে।,TRUE,proc_waist_belt_climb.webp,,,,
vq-proc-12,bn,image_to_text,ওপরে থাকতে কী করা যাবে না?,proc_unclip_high.webp,টুল ঝুলিয়ে রাখা,হারনেস খুলে ফেলা,হেলমেট ঠিক করা,ওয়াকি ধরা,1,Procedure,"hard,tie_off,unclip,workflow",নিচে নামা পর্যন্ত হারনেস খুলবেন না।,TRUE,proc_unclip_high.webp,,,,
vq-proc-13,bn,image_to_text,পারমিটে ক্রম ভুল কোনটা?,proc_restore_before_close.webp,টুল গুছিয়ে রাখা,পারমিট না বন্ধে লাইন চালু,ছবি তুলে রাখা,দলকে বলে নেওয়া,1,Procedure,"hard,ptw,restore,workflow",আগে পারমিট বন্ধ করুন, তারপর লাইন চালু।,TRUE,proc_restore_before_close.webp,,,,
vq-proc-14,bn,image_to_text,রাস্তায় কাজ চলছে—কী ভুল?,proc_barrier_early_remove.webp,কোন তাড়াতাড়ি সরানো,হেলমেট পরে থাকা,টুল চেক করা,ওয়াকি চালু রাখা,0,Procedure,"hard,barrier,sequence,workflow",লোক নামার আগে কোন সরানো যাবে না।,TRUE,proc_barrier_early_remove.webp,,,,
vq-proc-15,bn,image_to_text,লাইন পড়ে আছে—প্রথমে কী?,proc_touch_fallen_live.webp,হাতে তুলে সরাবে,দূর থেকে সাবধান করে জানাবে,লাথি মেরে সরাবে,জল ঢেলে দেবে,1,Procedure,"hard,emergency,live_cable,workflow",পড়ে থাকা লাইন লাইভ ধরুন—হাত দেবেন না, দূর থেকে সাবধান করুন।,TRUE,proc_touch_fallen_live.webp,,,,
vq-proc-16,bn,image_to_text,আর্থিংয়ের পরও কী চেক জরুরি?,proc_skip_retest.webp,টুল গোনা,আবার লাইন ডেড চেক,ছবি তোলা,গাড়ি সরানো,1,Procedure,"hard,retest,earthing,workflow",আর্থ দেওয়ার পরও আবার লাইন ডেড আছে কিনা দেখুন।,TRUE,proc_skip_retest.webp,,,,
vq-proc-17,bn,image_to_text,পারমিট বন্ধের পর কী ভুল?,proc_work_after_close.webp,টুল গোছানো,আবার লাইনে উঠে কাজ,রিপোর্ট দেওয়া,জায়গা পরিষ্কার,1,Procedure,"hard,ptw,after_close,workflow",পারমিট বন্ধ হয়ে গেলে নতুন ক্লিয়ারেন্স ছাড়া আর কাজ নয়।,TRUE,proc_work_after_close.webp,,,,
vq-proc-18,bn,image_to_text,আর্থ খোলার সময় বড় ভুল কোনটা?,proc_wrong_earth_remove.webp,সব আর্থ একসঙ্গে খোলা,লোক ওপরে থাকতে আর্থ খোলা,নিচে নেমে আর্থ খোলা,দুই দিক মিলিয়ে খোলা,1,Procedure,"hard,earth_removal,sequence,workflow",খুঁটিতে লোক থাকতে আর্থ খোলা যাবে না।,TRUE,proc_wrong_earth_remove.webp,,,,
vq-proc-19,bn,image_to_text,ওপরের কাজে দল ব্যবস্থায় কী কম?,proc_no_observer.webp,টুলব্যাগ নেই,নিচে কেউ নেই দেখার,ওয়াকি নেই,দড়ি নেই,1,Procedure,"hard,observer,lone_work,workflow",ওপরে কাজ থাকলে নিচে একজন দেখে রাখুক।,TRUE,proc_no_observer.webp,,,,
vq-proc-20,bn,image_to_text,কাজ ধরার আগে দল কী বাদ দিয়েছে?,proc_no_brief.webp,টুল চেক,কাজ বলে নেওয়া,হেলমেট পরা,গাড়ি পার্ক,1,Procedure,"hard,briefing,team,workflow",কাজ শুরুর আগে সবাইকে কাজ আর সাবধানতা বলে নিন।,TRUE,proc_no_brief.webp,,,,
