id,language,question_type,question_text,question_image_url,option_1,option_2,option_3,option_4,correct_index,category,tags,hint,enabled,preview_q,preview_o1,preview_o2,preview_o3,preview_o4
vq-ctrl-11,bn,image_to_text,স্প্রিং চার্জ ইন্ডিকেশন নেই। ব্রেকার ক্লোজের আগে কী দেখবেন?,ctrl_11_spring_not_charged.webp,ট্রিপ কয়েলের সার্কিট দেখা,মিটারের রেঞ্জ বদলে দেখা,স্প্রিং চার্জ নিশ্চিত করা,প্যানেল হিটারের সাপ্লাই দেখা,2,Control Room,"hard,spring_charge,breaker,indication",স্প্রিং পুরো চার্জ হয়েছে নিশ্চিত হয়ে তারপর ক্লোজ কমান্ড দিন।,TRUE,ctrl_11_spring_not_charged.webp,,,,
vq-ctrl-12,bn,image_to_text,মেনটেন্যান্স শেষ কিন্তু প্যানেলের দরজা খোলা। সাইট ছাড়ার আগে কী করবেন?,ctrl_12_panel_door_open.webp,প্যানেলের ল্যাম্প টেস্ট করা,টুল সরিয়ে দরজা বন্ধ করা,টুলের সংখ্যা লিখে রাখা,মিটারের রেঞ্জ মিলিয়ে নেওয়া,1,Control Room,"hard,panel_door,maintenance,housekeeping",কোনো টুল ভিতরে নেই দেখে প্যানেলের দরজা ঠিকভাবে বন্ধ করুন।,TRUE,ctrl_12_panel_door_open.webp,,,,
vq-ctrl-13,bn,image_to_text,অপারেটিং চাবি প্যানেলেই রয়ে গেছে। কাজ শেষে কী করবেন?,ctrl_13_key_left_in_panel.webp,সিলেক্টর হ্যান্ডেল ঘুরিয়ে রাখা,প্যানেলের ল্যাম্প টেস্ট করা,লগবুকে সময় লিখে রাখা,চাবি খুলে কী-বোর্ডে রাখা,3,Control Room,"hard,key_control,selector,handover",অপারেশন শেষে চাবি খুলে নির্দিষ্ট কী-বোর্ডে ফেরত রাখুন।,TRUE,ctrl_13_key_left_in_panel.webp,,,,
vq-ctrl-14,bn,image_to_text,একই কাজের জন্য দুজন অপারেটর আলাদা নির্দেশ দিচ্ছেন। ঠিক পদ্ধতি কোনটা?,ctrl_14_two_instructions.webp,একজনকে নির্দেশের দায়িত্ব দেওয়া,দুজনকে একসঙ্গে ফোন করতে দেওয়া,একজনকে শুধু মিটার দেখতে দেওয়া,দুজনকে আলাদা লগ লিখতে দেওয়া,0,Control Room,"hard,communication,teamwork,switching",একটা সুইচিং কাজে একজন নির্দিষ্ট অপারেটরই নির্দেশ দেবেন।,TRUE,ctrl_14_two_instructions.webp,,,,
vq-ctrl-15,bn,image_to_text,একটা দল ক্লিয়ার দিয়েছে কিন্তু আরেক দল এখনও লাইনে কাজ করছে। কী করবেন?,ctrl_15_not_all_crews_clear.webp,একটা দলের ফোন নিয়ে নেওয়া,একটা পারমিট বন্ধ করে দেওয়া,সব দল আর পারমিট ক্লিয়ার নেওয়া,একটা প্যানেল লক করে দেওয়া,2,Control Room,"hard,all_clear,multiple_crews,energization",সব দল নেমেছে আর সব পারমিট ফেরত এসেছে নিশ্চিত করে তবেই লাইন চালু করুন।,TRUE,ctrl_15_not_all_crews_clear.webp,,,,
vq-ctrl-16,bn,image_to_text,রিলে টেস্ট শেষ হলেও টেস্ট প্লাগ লাগানো আছে। সার্ভিসে দেওয়ার আগে কী করবেন?,ctrl_16_test_plug_left.webp,রিলে আবার টেস্ট করে নেওয়া,টেস্ট প্লাগ খুলে নরমাল করা,অ্যালার্ম ল্যাম্প অফ করে দেওয়া,ব্রেকার একবার ট্রিপ করে দেখা,1,Control Room,"hard,test_plug,relay,restoration",টেস্ট প্লাগ খুলে সব টেস্ট লিঙ্ক নরমাল করে তারপর সার্ভিসে দিন।,TRUE,ctrl_16_test_plug_left.webp,,,,
vq-ctrl-17,bn,image_to_text,মেনটেন্যান্সের পর চার্জার এমসিবি অফ রয়েছে। কী নিশ্চিত করবেন?,ctrl_17_charger_mcb_off.webp,ব্যাটারির ভোল্টেজ দেখে নেওয়া,প্যানেলের দরজা খুলে রাখা,লগবুকে রিডিং লিখে রাখা,চার্জার এমসিবি অন নিশ্চিত করা,3,Control Room,"hard,battery_charger,mcb,dc_supply",চার্জার এমসিবি অন করে চার্জিং ভোল্টেজ-কারেন্ট নরমাল কিনা দেখুন।,TRUE,ctrl_17_charger_mcb_off.webp,,,,
vq-ctrl-18,bn,image_to_text,প্যানেল ওপেন দেখাচ্ছে কিন্তু ফিল্ড বলছে ব্রেকার ক্লোজ। এখন কী করবেন?,ctrl_18_field_status_mismatch.webp,অপারেশন থামিয়ে ফিল্ড স্ট্যাটাস নেওয়া,প্যানেলের ল্যাম্প ঠিক ধরে নেওয়া,আগের স্ট্যাটাস ধরে নেওয়া,পরের অপারেশন করে নেওয়া,0,Control Room,"hard,field_confirmation,status_mismatch,teamwork",স্ট্যাটাস না মিললে অপারেশন থামিয়ে ফিল্ড থেকে পজিশন নিশ্চিত করুন।,TRUE,ctrl_18_field_status_mismatch.webp,,,,
vq-ctrl-19,bn,image_to_text,প্যানেলের ভিতরে জল জমেছে। প্রথমে কী চেক করবেন?,ctrl_19_panel_heater_off.webp,কন্ট্রোল ডিসি সাপ্লাই দেখা,রিলে ট্রিপ সার্কিট দেখা,প্যানেল হিটার আর সিলিং দেখা,ব্রেকার স্প্রিং চার্জ দেখা,2,Control Room,"hard,panel_heater,condensation,maintenance",প্যানেল হিটার চলছে কিনা আর দরজা-গ্ল্যান্ড দিয়ে জল ঢুকছে কিনা দেখুন।,TRUE,ctrl_19_panel_heater_off.webp,,,,
vq-ctrl-20,bn,image_to_text,কেবল ট্রেঞ্চের কভার খোলা রেখে কাজ শেষ হয়েছে। এখন কী করবেন?,ctrl_20_trench_cover_open.webp,প্যানেলের দরজা বন্ধ করা,কভার বসিয়ে পথ পরিষ্কার করা,টুলব্যাগ পাশে সরিয়ে রাখা,কেবলে নতুন ট্যাগ লাগানো,1,Control Room,"hard,cable_trench,housekeeping,team_safety",কভার ঠিকভাবে বসিয়ে চলার পথ পরিষ্কার করে তারপর জায়গা ছাড়ুন।,TRUE,ctrl_20_trench_cover_open.webp,,,,
