id,language,question_type,question_text,question_image_url,option_1,option_2,option_3,option_4,correct_index,category,tags,hint,enabled,preview_q,preview_o1,preview_o2,preview_o3,preview_o4
vq-148,bn,image_to_text,সাবস্টেশন এক-লাইন ডায়াগ্রামে দেখানো এই সিম্বলটি কোন সরঞ্জাম নির্দেশ করে?,air_blast_circuit_breaker.png,এয়ার ব্লাস্ট সার্কিট ব্রেকার,অয়েল সার্কিট ব্রেকার,ওভারকারেন্ট ট্রিপিং ডিভাইসসহ এয়ার সার্কিট ব্রেকার,আইসোলেটিং সুইচ,0,Substation Symbols,abcb,চাপযুক্ত বায়ু দিয়ে আর্ক নিভানো হয়।,TRUE,air_blast_circuit_breaker.png,,,,
vq-149,bn,image_to_text,সাবস্টেশন এক-লাইন ডায়াগ্রামে দেখানো এই সিম্বলটি কোন সরঞ্জাম নির্দেশ করে?,tightening_arrester_active_gap.png,লাইটনিং অ্যারেস্টার (অ্যাক্টিভ গ্যাপ),লাইটনিং অ্যারেস্টার (ভাল্ভ টাইপ),আর্কিং হর্ন,অয়েল সার্কিট ব্রেকার,0,Substation Symbols,la_active_gap,স্পার্ক গ্যাপ ও গ্রাউন্ড সংযোগ দেখায়।,TRUE,tightening_arrester_active_gap.png,,,,
vq-150,bn,image_to_text,সাবস্টেশন এক-লাইন ডায়াগ্রামে দেখানো এই সিম্বলটি কোন সরঞ্জাম নির্দেশ করে?,lightening_arrester_valve_type.png,লাইটনিং অ্যারেস্টার (অ্যাক্টিভ গ্যাপ),লাইটনিং অ্যারেস্টার (ভাল্ভ টাইপ),আর্কিং হর্ন,এয়ার ব্লাস্ট সার্কিট ব্রেকার,1,Substation Symbols,la_valve_type,নন-লিনিয়ার রেজিস্টর ও গ্রাউন্ড সংযোগ দেখায়।,TRUE,lightening_arrester_valve_type.png,,,,
vq-151,bn,image_to_text,সাবস্টেশন এক-লাইন ডায়াগ্রামে দেখানো এই সিম্বলটি কোন সরঞ্জাম নির্দেশ করে?,arching_horn.png,আর্কিং হর্ন,লাইটনিং অ্যারেস্টার (অ্যাক্টিভ গ্যাপ),বাস-বার,আইসোলেটিং সুইচ,0,Substation Symbols,arcing_horn,আর্ক স্থানান্তর ও নিভানোর জন্য ব্যবহৃত হয়।,TRUE,arching_horn.png,,,,
vq-152,bn,image_to_text,সাবস্টেশন এক-লাইন ডায়াগ্রামে দেখানো এই সিম্বলটি কোন সরঞ্জাম নির্দেশ করে?,three_phase_power_transformer.png,৩-ফেজ পাওয়ার ট্রান্সফরমার,কারেন্ট ট্রান্সফরমার,পটেনশিয়াল ট্রান্সফরমার,ক্যাপাসিটিভ ভোল্টেজ ট্রান্সফরমার,0,Substation Symbols,power_transformer,তিনটি ওভারল্যাপিং বৃত্ত ৩-ফেজ ট্রান্সফরমার বোঝায়।,TRUE,three_phase_power_transformer.png,,,,
vq-153,bn,image_to_text,সাবস্টেশন এক-লাইন ডায়াগ্রামে দেখানো এই সিম্বলটি কোন সরঞ্জাম নির্দেশ করে?,over_current_relay.png,ওভারকারেন্ট রিলে,আর্থ ফল্ট রিলে,কারেন্ট ট্রান্সফরমার,লাইটনিং অ্যারেস্টার,0,Substation Symbols,overcurrent_relay,অতিরিক্ত কারেন্ট সনাক্ত করে সার্কিট বিচ্ছিন্ন করে।,TRUE,over_current_relay.png,,,,
vq-154,bn,image_to_text,সাবস্টেশন এক-লাইন ডায়াগ্রামে দেখানো এই সিম্বলটি কোন সরঞ্জাম নির্দেশ করে?,earth_fault_relay.png,আর্থ ফল্ট রিলে,ওভারকারেন্ট রিলে,লাইটনিং অ্যারেস্টার,আর্থ ব্লেডসহ আইসোলেটিং সুইচ,0,Substation Symbols,earth_fault_relay,আর্থ লিকেজ বা গ্রাউন্ড ফল্ট সনাক্ত করে।,TRUE,earth_fault_relay.png,,,,
vq-155,bn,text_to_image,নিচের কোন সিম্বলটি 'কারেন্ট ট্রান্সফরমার' (CT) নির্দেশ করে?,,current_transformer.png,potential_transformer.png,capacitive_voltage_transformer.png,three_phase_power_transformer.png,0,Substation Symbols,ct,লাইনের কারেন্ট পরিমাপ করতে এটি সিরিজে যুক্ত থাকে এবং এতে কয়েলের লুপ থাকে।,TRUE,,current_transformer.png,potential_transformer.png,capacitive_voltage_transformer.png,three_phase_power_transformer.png
vq-156,bn,text_to_image,নিচের কোন সিম্বলটি 'পটেনশিয়াল ট্রান্সফরমার' (PT) নির্দেশ করে?,,potential_transformer.png,current_transformer.png,capacitive_voltage_transformer.png,three_phase_power_transformer.png,0,Substation Symbols,pt,ভোল্টেজ পরিমাপের জন্য এটি প্যারালালে সংযুক্ত থাকে।,TRUE,,potential_transformer.png,current_transformer.png,capacitive_voltage_transformer.png,three_phase_power_transformer.png
vq-157,bn,text_to_image,নিচের কোন সিম্বলটি 'ডাবল-ব্রেক আইসোলেটিং সুইচ' নির্দেশ করে?,,double_break_isolator.png,on_load_isolator.png,isolator_with_earth_switch.png,basbar.png,0,Substation Symbols,isolator,এই সুইচে দুইটি পৃথক বিচ্ছিন্নতা বিন্দু (break points) দেখা যায়।,TRUE,,double_break_isolator.png,on_load_isolator.png,isolator_with_earth_switch.png,basbar.png
vq-158,bn,text_to_image,নিচের কোন সিম্বলটি 'আর্থ ব্লেডসহ আইসোলেটিং সুইচ' নির্দেশ করে?,,isolator_with_earth_switch.png,on_load_isolator.png,double_break_isolator.png,air_blast_circuit_breaker.png,0,Substation Symbols,"isolator,earthing",সুইচের সাথে গ্রাউন্ডের বা আর্থিংয়ের সংযোগ চিহ্নটি লক্ষ্য করুন।,TRUE,,isolator_with_earth_switch.png,on_load_isolator.png,double_break_isolator.png,air_blast_circuit_breaker.png
vq-159,bn,text_to_image,নিচের কোন সিম্বলটি '৩-ফেজ পাওয়ার ট্রান্সফরমার' নির্দেশ করে?,,three_phase_power_transformer.png,current_transformer.png,potential_transformer.png,capacitive_voltage_transformer.png,0,Substation Symbols,power_transformer,৩-ফেজ ট্রান্সফরমার বোঝাতে তিনটি ওভারল্যাপিং বৃত্তের সিম্বল ব্যবহার করা হয়।,TRUE,,three_phase_power_transformer.png,current_transformer.png,potential_transformer.png,capacitive_voltage_transformer.png
vq-160,bn,text_to_image,নিচের কোন সিম্বলটি 'লাইটনিং অ্যারেস্টার (ভাল্ভ টাইপ)' নির্দেশ করে?,,lightening_arrester_valve_type.png,tightening_arrester_active_gap.png,arching_horn.png,air_blast_circuit_breaker.png,0,Substation Symbols,la_valve_type,নন-লিনিয়ার রেজিস্টর ও আর্থিংয়ের সংযোগ চিহ্নটি লক্ষ্য করুন।,TRUE,,lightening_arrester_valve_type.png,tightening_arrester_active_gap.png,arching_horn.png,air_blast_circuit_breaker.png
vq-161,bn,text_to_image,নিচের কোন সিম্বলটি 'আর্থ ফল্ট রিলে' নির্দেশ করে?,,earth_fault_relay.png,over_current_relay.png,current_transformer.png,isolator_with_earth_switch.png,0,Substation Symbols,earth_fault_relay,রিলে কয়েল ও গ্রাউন্ডের সংযোগ চিহ্নটি লক্ষ্য করুন।,TRUE,,earth_fault_relay.png,over_current_relay.png,current_transformer.png,isolator_with_earth_switch.png
