id,language,question_type,question_text,question_image_url,option_1,option_2,option_3,option_4,correct_index,category,tags,hint,enabled,preview_q,preview_o1,preview_o2,preview_o3,preview_o4
vq-vcb-13,bn,image_to_text,লাইনম্যান যে অংশ দেখাচ্ছে—এর কাজ কী?,vcb_part_vacuum_interrupter.webp,কারেন্ট মাপে ও রিলেকে সিগন্যাল দেয়,ভ্যাকুয়ামে আর্ক নিভিয়ে সার্কিট ভাঙে,বাসবার ওপেনিং ঢেকে রাখে,স্প্রিং হাতে চার্জ করে,1,VCB Parts,"hard,vcb,vacuum_interrupter,function",ভ্যাকুয়াম ইন্টারাপ্টার ভ্যাকুয়ামে আর্ক নিভিয়ে সার্কিট খোলে/বন্ধ করে।,TRUE,vcb_part_vacuum_interrupter.webp,,,,
vq-vcb-14,bn,image_to_text,লাইনম্যান যে অংশ দেখাচ্ছে—এর কাজ কী?,vcb_part_shutter.webp,বাসবার লাইভ পয়েন্ট ঢেকে রাখে,ট্রিপ কমান্ড পাঠায়,কারেন্ট রেশিও কমায়,কন্ট্রোল ভোল্টেজ মাপে,0,VCB Parts,"hard,vcb,shutter,function",শাটার ট্রাক বের হলে লাইভ বাসবার ওপেনিং ঢাকে।,TRUE,vcb_part_shutter.webp,,,,
vq-vcb-15,bn,image_to_text,লাইনম্যান যে অংশ দেখাচ্ছে—এর কাজ কী?,vcb_part_trip_coil.webp,ব্রেকার ক্লোজ করায়,স্প্রিং চার্জ করে,প্রটেকশন/ট্রিপ সিগন্যালে ব্রেকার ওপেন করায়,ট্রাক র্যাক আউট করে,2,VCB Parts,"hard,vcb,trip_coil,function",ট্রিপ কয়েল রিলে সিগন্যালে ব্রেকার ওপেন/ট্রিপ করে।,TRUE,vcb_part_trip_coil.webp,,,,
vq-vcb-16,bn,image_to_text,লাইনম্যান যে অংশ দেখাচ্ছে—এর কাজ কী?,vcb_part_secondary_plug.webp,প্রাইমারি কারেন্ট মাপে,আর্ক নিভিয়ে দেয়,বাসবার শাটার খোলে,অক্জিলিয়ারি কন্ট্রোল সার্কিট যুক্ত করে,3,VCB Parts,"hard,vcb,secondary_plug,function",সেকেন্ডারি প্লাগ দিয়ে কন্ট্রোল/অক্জিলিয়ারি ওয়্যারিং যুক্ত হয়।,TRUE,vcb_part_secondary_plug.webp,,,,
vq-vcb-17,bn,image_to_text,লাইনম্যান যে অংশ দেখাচ্ছে—এর কাজ কী?,vcb_part_ct.webp,লাইন কারেন্ট মাপে রিলেকে দেয়,ভ্যাকুয়াম বোতল ঠান্ডা করে,স্প্রিং চার্জ করে,ব্রেকার পজিশন দেখায়,0,VCB Parts,"hard,vcb,ct,function",CT প্রাইমারি কারেন্ট মাপে প্রটেকশন/মিটারিংয়ে দেয়।,TRUE,vcb_part_ct.webp,,,,
vq-vcb-18,bn,image_to_text,লাইনম্যান যে অংশ দেখাচ্ছে—এর কাজ কী?,vcb_part_interlock.webp,আর্ক চেম্বারে নিভায়,ভুল অপারেশন/র্যাকিং আটকায়,বাসবার ভোল্টেজ মাপে,ক্লোজিং স্প্রিং ছাড়ে,1,VCB Parts,"hard,vcb,interlock,function",ইন্টারলক ভুল সিকোয়েন্স বা অসুরক্ষিত র্যাকিং আটকায়।,TRUE,vcb_part_interlock.webp,,,,
vq-vcb-19,bn,text_to_image,নিচের ছবিগুলোর মধ্যে কোনটি ভ্যাকুয়াম ইন্টারাপ্টার?,,vcb_part_spring_mechanism.webp,vcb_part_vacuum_interrupter.webp,vcb_part_trip_coil.webp,vcb_part_truck.webp,1,VCB Parts,"hard,vcb,vacuum_interrupter,text_to_image",সিরামিক/গ্লাস বোতল আকৃতি—ভ্যাকুয়াম ইন্টারাপ্টার।,TRUE,,vcb_part_spring_mechanism.webp,vcb_part_vacuum_interrupter.webp,vcb_part_trip_coil.webp,vcb_part_truck.webp
vq-vcb-20,bn,text_to_image,নিচের ছবিগুলোর মধ্যে কোনটি স্প্রিং অপারেটিং মেকানিজম?,,vcb_part_vacuum_interrupter.webp,vcb_part_shutter.webp,vcb_part_spring_mechanism.webp,vcb_part_ct.webp,2,VCB Parts,"hard,vcb,spring_mechanism,text_to_image",চার্জ স্প্রিং ও লিংকেজ দেখা যায়—স্প্রিং মেকানিজম।,TRUE,,vcb_part_vacuum_interrupter.webp,vcb_part_shutter.webp,vcb_part_spring_mechanism.webp,vcb_part_ct.webp
vq-vcb-21,bn,text_to_image,নিচের ছবিগুলোর মধ্যে কোনটি ট্রিপ কয়েল?,,vcb_part_closing_coil.webp,vcb_part_charge_handle.webp,vcb_part_position_indicator.webp,vcb_part_trip_coil.webp,3,VCB Parts,"hard,vcb,trip_coil,text_to_image",ট্রিপ/ওপেন সোলেনয়েড—ট্রিপ কয়েল।,TRUE,,vcb_part_closing_coil.webp,vcb_part_charge_handle.webp,vcb_part_position_indicator.webp,vcb_part_trip_coil.webp
vq-vcb-22,bn,text_to_image,নিচের ছবিগুলোর মধ্যে কোনটি প্রাইমারি ডিসকানেক্ট কন্টাক্ট?,,vcb_part_primary_contacts.webp,vcb_part_secondary_plug.webp,vcb_part_shutter.webp,vcb_part_ct.webp,0,VCB Parts,"hard,vcb,primary_contacts,text_to_image",বাস সাইডের আঙুল/টিউলিপ কন্টাক্ট—প্রাইমারি ডিসকানেক্ট।,TRUE,,vcb_part_primary_contacts.webp,vcb_part_secondary_plug.webp,vcb_part_shutter.webp,vcb_part_ct.webp
vq-vcb-23,bn,text_to_image,নিচের ছবিগুলোর মধ্যে কোনটি উইথড্রয়েবল ট্রাক?,,vcb_part_shutter.webp,vcb_part_truck.webp,vcb_part_spring_mechanism.webp,vcb_part_vacuum_interrupter.webp,1,VCB Parts,"hard,vcb,truck,text_to_image",র্যাক ইন/আউট গাড়ি—উইথড্রয়েবল ট্রাক।,TRUE,,vcb_part_shutter.webp,vcb_part_truck.webp,vcb_part_spring_mechanism.webp,vcb_part_vacuum_interrupter.webp
vq-vcb-24,bn,text_to_image,নিচের ছবিগুলোর মধ্যে কোনটি অটোমেটিক সেফটি শাটার?,,vcb_part_truck.webp,vcb_part_primary_contacts.webp,vcb_part_interlock.webp,vcb_part_shutter.webp,3,VCB Parts,"hard,vcb,shutter,text_to_image",বাস ওপেনিং ঢাকার প্লেট—সেফটি শাটার।,TRUE,,vcb_part_truck.webp,vcb_part_primary_contacts.webp,vcb_part_interlock.webp,vcb_part_shutter.webp
vq-vcb-25,bn,text_to_image,নিচের ছবিগুলোর মধ্যে কোনটি কারেন্ট ট্রান্সফরমার (CT)?,,vcb_part_ct.webp,vcb_part_secondary_plug.webp,vcb_part_vacuum_interrupter.webp,vcb_part_closing_coil.webp,0,VCB Parts,"hard,vcb,ct,text_to_image",রিং/বার টাইপ কারেন্ট সেন্সর—CT।,TRUE,,vcb_part_ct.webp,vcb_part_secondary_plug.webp,vcb_part_vacuum_interrupter.webp,vcb_part_closing_coil.webp
vq-vcb-26,bn,text_to_image,নিচের ছবিগুলোর মধ্যে কোনটি সেকেন্ডারি কন্ট্রোল প্লাগ?,,vcb_part_primary_contacts.webp,vcb_part_ct.webp,vcb_part_secondary_plug.webp,vcb_part_trip_coil.webp,2,VCB Parts,"hard,vcb,secondary_plug,text_to_image",মাল্টি-পিন অক্জিলিয়ারি কানেক্টর—সেকেন্ডারি প্লাগ।,TRUE,,vcb_part_primary_contacts.webp,vcb_part_ct.webp,vcb_part_secondary_plug.webp,vcb_part_trip_coil.webp
vq-vcb-27,bn,text_to_image,নিচের ছবিগুলোর মধ্যে কোনটি ক্লোজিং কয়েল?,,vcb_part_trip_coil.webp,vcb_part_closing_coil.webp,vcb_part_charge_handle.webp,vcb_part_position_indicator.webp,1,VCB Parts,"hard,vcb,closing_coil,text_to_image",ক্লোজ সোলেনয়েড—ক্লোজিং কয়েল (ট্রিপ কয়েলের কাছাকাছি দেখতে)।,TRUE,,vcb_part_trip_coil.webp,vcb_part_closing_coil.webp,vcb_part_charge_handle.webp,vcb_part_position_indicator.webp
vq-vcb-28,bn,text_to_image,আর্ক নিভিয়ে সার্কিট ভাঙার অংশ—কোন ছবি?,,vcb_part_shutter.webp,vcb_part_ct.webp,vcb_part_spring_mechanism.webp,vcb_part_vacuum_interrupter.webp,3,VCB Parts,"hard,vcb,vacuum_interrupter,function,text_to_image",আর্ক নিভানোর কাজ ভ্যাকুয়াম ইন্টারাপ্টারের।,TRUE,,vcb_part_shutter.webp,vcb_part_ct.webp,vcb_part_spring_mechanism.webp,vcb_part_vacuum_interrupter.webp
