id,language,question_type,question_text,question_image_url,option_1,option_2,option_3,option_4,correct_index,category,tags,hint,enabled,preview_q,preview_o1,preview_o2,preview_o3,preview_o4
vq-172,bn,text_to_image,গাড়ি বা হালকা যানের চাকার লাগ নাট খোলার জন্য উপযুক্ত 'ক্রস রেঞ্চ' বা 'হুইল রেঞ্জ' নিচের কোনটি?,,img_1fBmcnKPfCD8-sTl8xnUQ-uufHJjCo9aq.jpg,img_1geVE4nF5seM65VDNFSWJpV6v_Zhi4VIv.jpg,img_1HXCk5EiYsV1wasApwmSaJXoOt3kG1tTN.jpg,img_12YYOC6BFIItCNHgHoMTJrHPt3_AJTjlA.jpg,0,Tools,"cross_wrench,wheel_wrench,hand_tools",এটি ইংরেজি 'X' বা ক্রস আকৃতির হয়ে থাকে এবং এর চার মাথায় ভিন্ন মাপের সকেট থাকে।,TRUE,,img_1fBmcnKPfCD8-sTl8xnUQ-uufHJjCo9aq.jpg,img_1geVE4nF5seM65VDNFSWJpV6v_Zhi4VIv.jpg,img_1HXCk5EiYsV1wasApwmSaJXoOt3kG1tTN.jpg,img_12YYOC6BFIItCNHgHoMTJrHPt3_AJTjlA.jpg
vq-173,bn,text_to_image,বারবার নাট থেকে না খুলেই হাতলটি শুধুমাত্র একদিকে ঘুরিয়ে দ্রুত নাট টাইট দিতে নিচের কোন রেঞ্চটি সবচেয়ে উপযুক্ত?,,img_12YYOC6BFIItCNHgHoMTJrHPt3_AJTjlA.jpg,img_1qZ1fKzqcwvRaRlm6UHEvJWr8VaOHYncy.jpg,img_1-GjE5CLrPGUNX0nNHUrh_8pCgJul4ihP.jpg,img_1geVE4nF5seM65VDNFSWJpV6v_Zhi4VIv.jpg,0,Tools,"ratchet,wrench,hand_tools",র্যাচেট রেঞ্চের ভেতরের মেকানিজমে ঘূর্ণন একদিকে চালিত হয় এবং বিপরীত দিকে ফ্রিতে ঘোরে।,TRUE,,img_12YYOC6BFIItCNHgHoMTJrHPt3_AJTjlA.jpg,img_1qZ1fKzqcwvRaRlm6UHEvJWr8VaOHYncy.jpg,img_1-GjE5CLrPGUNX0nNHUrh_8pCgJul4ihP.jpg,img_1geVE4nF5seM65VDNFSWJpV6v_Zhi4VIv.jpg
vq-174,bn,text_to_image,বৈদ্যুতিক ক্যাবল বা মোটরের ইনসুলেশন রেজিস্ট্যান্স পরিমাপ করার জন্য উপযুক্ত মেগার (Megger) টেস্টার নিচের কোনটি?,,img_1GN9r25E-vhH3o0PmYTh_CeHpvAREF_Dr.jpg,img_1cDG-6DqYt9ddMpeUH_KuPJlUqWJeWSuT.jpg,img_1bwj8c1cT7Hp3ezioZrfIgsAOd6DVVMic.jpg,img_1OJKuzJl2KJWr8j_VYbM6n4PyCjIsKFKK.jpg,0,Tools,"megger,insulation,testing",মেগার টেস্টার উচ্চ রেজিস্ট্যান্স (মেগা-ওহম রেঞ্জে) মাপার জন্য জেনারেটর সদৃশ হ্যান্ডেলযুক্ত বা ডিজিটাল ভোল্টেজ সোর্স ব্যবহার করে।,TRUE,,img_1GN9r25E-vhH3o0PmYTh_CeHpvAREF_Dr.jpg,img_1cDG-6DqYt9ddMpeUH_KuPJlUqWJeWSuT.jpg,img_1bwj8c1cT7Hp3ezioZrfIgsAOd6DVVMic.jpg,img_1OJKuzJl2KJWr8j_VYbM6n4PyCjIsKFKK.jpg
vq-175,bn,image_to_text,ছবিতে দেখানো অ্যাডজাস্টেবল রেঞ্চের (স্লাই রেঞ্চ) চোয়ালের আকার সমন্বয় করতে কোন অংশটি ঘোরানো হয়?,Adjustable_Wrench.png,স্ক্রু বা ওয়ার্ম গিয়ার (Worm Gear),চোয়ালের লক পিন (Lock Pin),হ্যান্ডেলের শেষ প্রান্তের নব (Knob),স্প্রিং লিভার (Spring Lever),0,Tools,"wrench,adjustable,hand_tools",রেঞ্চের মুখে থাকা স্ক্রু বা ওয়ার্ম গিয়ারটি ঘোরালে এর চোয়াল ছোট বা বড় করা যায়।,TRUE,Adjustable_Wrench.png,,,,
vq-176,bn,image_to_text,ছবিতে দেখানো কম্বিনেশন প্লায়ার্স (Combination Pliers) ব্যবহার করে নিচের কোন কাজটি সফলভাবে করা যায়?,Combination_Pliers.png,"বৈদ্যুতিক তার কাটা, মোচড়ানো এবং ইনসুলেশন স্ট্রিপ করা",কন্ডাক্টরের রেজিস্ট্যান্স সরাসরি ওহমে পরিমাপ করা,মেটালিক প্যানেলে ড্রিল বিটের সাহায্যে ফুটো করা,ডিস্ট্রিবিউশন ট্রান্সফরমারের তেলের তাপমাত্রা পরিমাপ করা,0,Tools,"pliers,pliers_combination,hand_tools","কম্বিনেশন প্লায়ার্স দিয়ে তার কাটা, মোচড়ানো এবং ইনসুলেশন ছাড়ানো যায়।",TRUE,Combination_Pliers.png,,,,
vq-177,bn,image_to_text,ছবিতে দেখানো ডিস্ট্রিবিউশন ট্রান্সফরমারের (DTR) হাই-ভোল্টেজ (HT) লাইনের টার্মিনাল ইনসুলেটর অংশটিকে কী বলা হয়?,dtr_ht_bushing.webp,এইচটি বুশিং (HT Bushing),ট্রান্সফরমার রেডিয়েটর (Radiator),কনজারভেটর বা মেইন ট্যাংক (Conservator),সিলিকা জেল ব্রিদার (Breather),0,Tools,"transformer,bushing,bushing_ht",এইচটি বুশিং ১১ কেভি বা উচ্চ ভোল্টেজ লাইনকে ট্রান্সফরমারের মেটালিক বডি থেকে ইনসুলেট বা পৃথক রাখে।,TRUE,dtr_ht_bushing.webp,,,,
vq-178,bn,image_to_text,"ছবিতে দেখানো অংশটি ডিস্ট্রিবিউশন ট্রান্সফরমারের কোন প্রধান মেকানিক্যাল কাঠামোকে নির্দেশ করে যার ভেতরে কোর, উইন্ডিং এবং ইনসুলেটিং অয়েল থাকে?",dtr_main_tank.webp,মেইন ট্যাংক (Main Tank),সিলিকা জেল ব্রিদার (Silica Gel Breather),এইচটি বুশিং (HT Bushing),ডাবল-ব্রেক আইসোলেটিং সুইচ (Isolator),0,Tools,"transformer,tank,tank_main","মেইন ট্যাংক ট্রান্সফরমারের কোর, উইন্ডিং ও তেল ধারণ করে থাকে।",TRUE,dtr_main_tank.webp,,,,
vq-179,bn,image_to_text,ক্যাবল ড্রাম থেকে তার নামানোর সময় বাক বা নির্দিষ্ট কোণে তারের ফ্রিকশন ও মুচড়ে যাওয়া (Twisting) এড়াতে ছবিতে দেখানো কোন রোলার ব্যবহার করা হয়?,angle_rollers.png,অ্যাঙ্কর রোলারস (Angle Rollers),লাইনম্যানের ভারী হাতুড়ি (Hammer),স্পিরিট লেভেল (Spirit Level),চেন পুলি বা হোইস্টিং স্ট্যান্ড,0,Tools,"cable,rollers,angle_rollers",অ্যাঙ্গেল রোলার কোণ বা বাঁকে ক্যাবলকে সহজে ঘুরতে সাহায্য করে ও তারের ইনসুলেশন রক্ষা করে।,TRUE,angle_rollers.png,,,,
vq-180,bn,text_to_image,নিচের কোন ছবিটি 'পাইপ রেঞ্চ' (Pipe Wrench) নির্দেশ করে যা গোল ধাতব পাইপ বা কন্ডুইট শক্তভাবে আঁকড়ে ধরে ঘোরানোর জন্য ডিজাইন করা হয়েছে?,,pipe_wrench.png,Adjustable_Wrench.png,Combination_Pliers.png,come_along_clamp1.png,0,Tools,"wrench,pipe,hand_tools",পাইপ রেঞ্জের দাঁতালো চোয়াল গোল ধাতব কন্ডুইট পাইপের ওপর শক্তিশালী গ্রিপ দেয়।,TRUE,,pipe_wrench.png,Adjustable_Wrench.png,Combination_Pliers.png,come_along_clamp1.png
vq-181,bn,text_to_image,ওভারহেড ডিস্ট্রিবিউশন লাইনের কন্ডাক্টর তারকে টেনে পোলের সাথে টান টান (Tensioning) করতে নিচের কোন কাম-অ্যালং ক্ল্যাম্পটি ব্যবহার করা উপযুক্ত?,,come_along_clamp1.png,chain_pully.png,angle_rollers.png,Combination_Pliers.png,0,Tools,"come_along,tension,conductor",কাম-অ্যালং ক্ল্যাম্প তারের গায়ে লিভার মেকানিজমে কামড়ে ধরে টেনশন দিতে সাহায্য করে।,TRUE,,come_along_clamp1.png,chain_pully.png,angle_rollers.png,Combination_Pliers.png
vq-182,bn,text_to_image,ডিস্ট্রিবিউশন সাবস্টেশনে ৩ থেকে ৫ টন ওজনের অত্যন্ত ভারী ট্রান্সফরমার বা ভারী সরঞ্জাম লোডিং-আনলোডিং করার জন্য নিচের কোন 'চেন পুলি ব্লক'টি ব্যবহার করা হয়?,,chain_pully.png,come_along_clamp1.png,angle_rollers.png,Adjustable_Wrench.png,0,Tools,"chain_pulley,hoist,lifting",চেন পুলি ব্লক মেকানিক্যাল চেইন হোইস্টিং মেকানিজম ব্যবহার করে ভারী বস্তু ওঠাতে বা নামাতে সাহায্য করে।,TRUE,,chain_pully.png,come_along_clamp1.png,angle_rollers.png,Adjustable_Wrench.png
vq-183,bn,text_to_image,ডিস্ট্রিবিউশন ট্রান্সফরমারে কম ভোল্টেজ বা এলটি (LT) লাইনের সাথে সংযোগ দেওয়ার জন্য নিচের কোন টার্মিনাল বুশিংটি ব্যবহৃত হয়?,,dtr_lt_bushing.webp,dtr_ht_bushing.webp,dtr_main_tank.webp,dtr_radiator.webp,0,Tools,"transformer,bushing,bushing_lt",এলটি বুশিং আকারে এইচটি বুশিংয়ের চেয়ে ছোট হয় এবং ৪১৫ ভোল্ট লাইনে সংযোগ দেয়।,TRUE,,dtr_lt_bushing.webp,dtr_ht_bushing.webp,dtr_main_tank.webp,dtr_radiator.webp
vq-184,bn,text_to_image,ডিস্ট্রিবিউশন ট্রান্সফরমারে কোর ও উইন্ডিংয়ের তাপে উত্তপ্ত ইনসুলেটিং তেল ঠান্ডা করার জন্য কুলিং পাখনা সংবলিত কোন 'রেডিয়েটর' কুলিং বডি ব্যবহার করা হয়?,,dtr_radiator.webp,dtr_main_tank.webp,dtr_lt_bushing.webp,dtr_ht_bushing.webp,0,Tools,"transformer,radiator,cooling",রেডিয়েটর তেলের তাপকে বাতাসের সংস্পর্শে এসে বাইরে ছড়িয়ে দেয় ও তেল ঠান্ডা করে।,TRUE,,dtr_radiator.webp,dtr_main_tank.webp,dtr_lt_bushing.webp,dtr_ht_bushing.webp
